"GEOID10","maz","taz"
"060971535013039",711751,700186
"060971535013040",719224,700186
"060971535013041",719224,700186
"060971535013042",718853,700186
"060971535013043",719224,700186
"060971535013044",713677,700186
"060971535013045",713677,700186
"060971535014000",719618,700181
"060971535014001",719618,700181
"060971535014002",713306,700181
"060971535014003",717829,700181
"060971535014004",713306,700181
"060971535014005",710958,700181
"060971535014006",710958,700181
"060971535014007",710958,700181
"060971535014008",714380,700181
"060971535014009",714380,700181
"060971535014010",713167,700181
"060971535014011",719834,700181
"060971535014012",719834,700181
"060971535014013",719834,700181
"060971535014014",719834,700181
"060971535014015",718971,700181
"060971535014016",719834,700181
"060971535014017",719834,700181
"060971535014018",710958,700181
"060971535014019",713306,700181
"060971535014020",719618,700181
"060971535014021",719834,700181
"060971535014022",710948,700181
"060971535014023",718971,700181
"060971535014024",717828,700181
"060971535014025",718971,700181
"060971535021000",713389,700184
"060971535021001",717369,700184
"060971535021002",713389,700184
"060971535021003",713389,700184
"060971535021004",716591,700184
"060971535021005",716591,700184
"060971535021006",718139,700184
"060971535022000",717370,700033
"060971535022001",717370,700033
"060971535022002",717370,700033
"060971535022003",713608,700033
"060971535022004",717370,700033
"060971535022005",713608,700033
"060971535022006",713608,700033
"060971535022007",713608,700033
"060971535022008",713608,700033
"060971535022009",716766,700033
"060971535022010",717370,700033
"060971535022011",717370,700033
"060971535022012",717370,700033
"060971535023000",719734,700183
"060971535023001",719734,700183
"060971535023002",714761,700183
"060971535023003",714761,700183
"060971535023004",718973,700183
"060971535023005",718973,700183
"060971535023006",718973,700183
"060971535023007",718973,700183
"060971535023008",718974,700183
"060971535023009",718974,700183
"060971535023010",719734,700183
"060971535023011",718973,700183
"060971535023012",712711,700183
"060971535023013",712711,700183
"060971535023014",714761,700183
"060971535023015",714761,700183
"060971535023016",718973,700183
"060971535023017",718973,700183
"060971535023018",718973,700183
"060971535023019",719111,700183
"060971535023020",718973,700183
"060971535024000",717233,700182
"060971535024001",712142,700182
"060971535024002",717291,700182
"060971535024003",711750,700182
"060971535024004",712855,700182
"060971535024005",718146,700182
"060971535024006",718146,700182
"060971535024007",718146,700182
"060971535024008",718146,700182
"060971535024009",718146,700182
"060971535024010",718146,700182
"060971535024011",716890,700182
"060971535024012",711750,700182
"060971535024013",712855,700182
"060971535024014",712855,700182
"060971535024015",712855,700182
"060971535024016",712855,700182
"060971535024017",712855,700182
"060971535024018",712855,700182
"060971535024019",712855,700182
"060971535024020",0,0
"060971535024021",712855,700182
"060971535024022",712953,700182
"060971535024023",0,0
"060971535024024",712953,700182
"060971535024025",714684,700182
"060971535024026",718111,700182
"060971535024027",718111,700182
"060971535024028",718112,700182
"060971535024029",718112,700182
"060971535024030",718159,700182
"060971535024031",718159,700182
"060971535024032",718159,700182
"060971535024033",718159,700182
"060971536001000",718606,700380
"060971536001001",715010,700380
"060971536001002",715010,700380
"060971536001003",715010,700380
"060971536001004",718606,700380
"060971536001005",718606,700380
"060971536001006",718606,700380
"060971536001007",715010,700380
"060971536001008",715010,700380
"060971536001009",715010,700380
"060971536001010",719418,700380
"060971536001011",719418,700380
"060971536001012",717967,700380
"060971536001013",717967,700380
"060971536001014",717967,700380
"060971536001015",717967,700380
"060971536001016",717967,700380
"060971536001017",717967,700380
"060971536001018",717967,700380
"060971536001019",717967,700380
"060971536001020",717967,700380
"060971536001021",719418,700380
"060971536001022",719417,700380
"060971536001023",717967,700380
"060971536001024",717967,700380
"060971536001025",719413,700380
"060971536001026",719413,700380
"060971536001027",715010,700380
"060971536002000",711339,700203
"060971536002001",716769,700203
"060971536002002",716769,700203
"060971536002003",719623,700203
"060971536002004",713605,700203
"060971536002005",713605,700203
"060971536002006",719623,700203
"060971536002007",713948,700203
"060971536002008",717234,700203
"060971536002009",719623,700203
"060971536003000",717972,700202
"060971536003001",717972,700202
"060971536003002",717972,700202
"060971536003003",719420,700202
"060971536003004",719420,700202
"060971536003005",719415,700202
"060971536003006",719414,700202
"060971536003007",719414,700202
"060971536003008",710572,700202
"060971536003009",710572,700202
"060971536003010",710572,700202
"060971536003011",714391,700202
"060971536003012",710572,700202
"060971536003013",714383,700202
"060971536003014",719414,700202
"060971536003015",719414,700202
"060971536003016",719420,700202
"060971536003017",712304,700202
"060971536003018",714383,700202
"060971536003019",712305,700202
"060971536003020",714383,700202
"060971536003021",714383,700202
"060971536003022",714383,700202
"060971536003023",710572,700202
"060971536003024",710572,700202
"060971536003025",714391,700202
"060971536003026",714391,700202
"060971536003027",710573,700202
"060971536004000",712710,700204
"060971536004001",712710,700204
"060971536004002",713603,700204
"060971536004003",713603,700204
"060971536004004",713603,700204
"060971536004005",718148,700204
"060971536004006",712710,700204
"060971536004007",718148,700204
"060971536004008",712710,700204
"060971536004009",712710,700204
"060971536004010",716688,700204
"060971536004011",718148,700204
"060971536004012",718148,700204
"060971536004013",716688,700204
"060971536004014",712708,700204
"060971536004015",712708,700204
"060971536004016",712708,700204
"060971536004017",717981,700204
"060971536004018",717981,700204
"060971536004019",717981,700204
"060971536004020",716688,700204
"060971536004021",716688,700204
"060971536004022",716688,700204
"060971536004023",719622,700204
"060971536005000",719732,700205
"060971536005001",716482,700205
"060971536005002",711341,700205
"060971536005003",718977,700205
"060971536005004",711342,700205
"060971536005005",711342,700205
"060971536005006",711342,700205
"060971536005007",716686,700205
"060971536005008",717979,700205
"060971536005009",716686,700205
"060971536005010",711342,700205
"060971536005011",711342,700205
"060971536005012",716482,700205
"060971536005013",716686,700205
"060971536005014",717979,700205
"060971536005015",717979,700205
"060971536005016",713607,700205
"060971536005017",718977,700205
"060971536005018",711749,700205
"060971536005019",711749,700205
"060971536005020",712469,700205
"060971536005021",716482,700205
"060971536005022",717285,700205
"060971536005023",712041,700205
"060971536005024",712041,700205
"060971536005025",713607,700205
"060971536005026",712469,700205
"060971536005027",712041,700205
"060971537031000",710886,700179
"060971537031001",710886,700179
"060971537031002",710886,700179
"060971537031003",710886,700179
"060971537031004",710886,700179
"060971537031005",710886,700179
"060971537031006",710886,700179
"060971537031007",710886,700179
"060971537031008",710886,700179
"060971537031009",710886,700179
"060971537031010",710886,700179
"060971537031011",710886,700179
"060971537031012",717640,700179
"060971537031013",717640,700179
"060971537031014",717640,700179
"060971537031015",713784,700179
"060971537031016",713784,700179
"060971537031017",713784,700179
"060971537031018",713784,700179
"060971537031019",713784,700179
"060971537031020",713512,700179
"060971537031021",717640,700179
"060971537031022",717640,700179
"060971537031023",710886,700179
"060971537031024",717640,700179
"060971537031025",710886,700179
"060971537031026",713512,700179
"060971537031027",713512,700179
"060971537031028",713512,700179
"060971537031029",712538,700179
"060971537031030",712538,700179
"060971537031031",712538,700179
"060971537031032",712538,700179
"060971537031033",712538,700179
"060971537031034",712538,700179
"060971537031035",710886,700179
"060971537031036",710307,700179
"060971537031037",710307,700179
"060971537031038",710307,700179
"060971537031039",710307,700179
"060971537031040",710307,700179
"060971537031041",710307,700179
"060971537031042",710307,700179
"060971537031043",713512,700179
"060971537031044",710307,700179
"060971537031045",710307,700179
"060971537031046",710307,700179
"060971537031047",710307,700179
"060971537031048",710307,700179
"060971537031049",710307,700179
"060971537031050",710307,700179
"060971537031051",710307,700179
"060971537031052",710307,700179
"060971537031053",710307,700179
"060971537031054",710307,700179
"060971537031055",710307,700179
"060971537031056",710307,700179
"060971537031057",710307,700179
"060971537031058",710307,700179
"060971537031059",710307,700179
"060971537031060",710307,700179
"060971537031061",710307,700179
"060971537031062",710307,700179
"060971537031063",710307,700179
"060971537031064",710307,700179
"060971537031065",710307,700179
"060971537031066",0,0
"060971537031067",0,0
"060971537031068",710307,700179
"060971537031069",710307,700179
"060971537031070",710307,700179
"060971537031071",710307,700179
"060971537032000",713013,700003
"060971537032001",713013,700003
"060971537032002",713013,700003
"060971537032003",713013,700003
"060971537032004",713013,700003
"060971537032005",713013,700003
"060971537032006",713013,700003
"060971537032007",710050,700003
"060971537032008",710050,700003
"060971537032009",710050,700003
"060971537032010",710050,700003
"060971537032011",710050,700003
"060971537032012",710050,700003
"060971537032013",710050,700003
"060971537032014",710050,700003
"060971537032015",710050,700003
"060971537032016",710050,700003
"060971537032017",710050,700003
"060971537032018",710050,700003
"060971537032019",710050,700003
"060971537032020",710050,700003
"060971537032021",710050,700003
"060971537032022",710050,700003
"060971537032023",710050,700003
"060971537032024",710050,700003
"060971537032025",710050,700003
"060971537032026",710050,700003
"060971537032027",710050,700003
"060971537032028",710050,700003
"060971537032029",710050,700003
"060971537032030",710050,700003
"060971537032031",713013,700003
"060971537032032",713013,700003
"060971537032033",713013,700003
"060971537032034",710050,700003
"060971537032035",710050,700003
"060971537033000",711538,700003
"060971537033001",711538,700003
"060971537033002",711538,700003
"060971537033003",711538,700003
"060971537033004",711538,700003
"060971537033005",711538,700003
"060971537033006",711538,700003
"060971537033007",711538,700003
"060971537033008",711538,700003
"060971537033009",711538,700003
"060971537033010",711538,700003
"060971537033011",711538,700003
"060971537033012",711538,700003
"060971537033013",0,0
"060971537033014",711538,700003
"060971537033015",711538,700003
"060971537033016",711538,700003
"060971537033017",711538,700003
"060971537033018",711538,700003
"060971537033019",711538,700003
"060971537034000",712532,700003
"060971537034001",713011,700003
"060971537034002",713011,700003
"060971537034003",713011,700003
"060971537034004",713011,700003
"060971537034005",712532,700003
"060971537034006",712532,700003
"060971537034007",712532,700003
"060971537034008",713011,700003
"060971537034009",718550,700003
"060971537034010",718550,700003
"060971537034011",713011,700003
"060971537034012",718550,700003
"060971537034013",718550,700003
"060971537034014",718550,700003
"060971537034015",718550,700003
"060971537034016",712532,700003
"060971537034017",712532,700003
"060971537034018",712532,700003
"060971537034019",712532,700003
"060971537034020",712532,700003
"060971537034021",712532,700003
"060971537034022",712532,700003
"060971537034023",712532,700003
"060971537034024",712532,700003
"060971537034025",710143,700003
"060971537034026",712532,700003
"060971537034027",710143,700003
"060971537034028",719992,700003
"060971537034029",719992,700003
"060971537034030",719992,700003
"060971537034031",719992,700003
"060971537034032",719992,700003
"060971537034033",719992,700003
"060971537034034",718550,700003
"060971537034035",718550,700003
"060971537034036",719992,700003
"060971537034037",718550,700003
"060971537034038",718550,700003
"060971537034039",718550,700003
"060971537034040",718550,700003
"060971537034041",718550,700003
"060971537034042",718550,700003
"060971537034043",711925,700003
"060971537034044",711925,700003
"060971537034045",718550,700003
"060971537034046",711925,700003
"060971537034047",711804,700003
"060971537034048",719992,700003
"060971537034049",719992,700003
"060971537034050",711804,700003
"060971537034051",711925,700003
"060971537034052",711925,700003
"060971537034053",711925,700003
"060971537034054",711925,700003
"060971537034055",711925,700003
"060971537034056",711925,700003
"060971537034057",711925,700003
"060971537034058",718550,700003
"060971537034059",718550,700003
"060971537034060",719992,700003
"060971537035000",713015,700003
"060971537035001",713015,700003
"060971537035002",713015,700003
"060971537035003",713015,700003
"060971537035004",713015,700003
"060971537035005",713015,700003
"060971537035006",713015,700003
"060971537035007",713015,700003
"060971537035008",713015,700003
"060971537035009",713015,700003
"060971537035010",713015,700003
"060971537035011",0,0
"060971537035012",0,0
"060971537035013",713015,700003
"060971537035014",0,0
"060971537035015",713015,700003
"060971537035016",713015,700003
"060971537035017",713015,700003
"060971537035018",713015,700003
"060971537035019",713015,700003
"060971537035020",713015,700003
"060971537035021",713015,700003
"060971537035022",713015,700003
"060971537035023",713015,700003
"060971537035024",713015,700003
"060971537035025",713015,700003
"060971537035026",713015,700003
"060971537035027",713015,700003
"060971537035028",713015,700003
"060971537035029",713015,700003
"060971537035030",713015,700003
"060971537035031",713015,700003
"060971537035032",713015,700003
"060971537035033",713015,700003
"060971537035034",0,0
"060971537035035",713015,700003
"060971537041000",713802,700168
"060971537041001",713802,700168
"060971537041002",713802,700168
"060971537041003",713802,700168
"060971537041004",713802,700168
"060971537041005",711873,700168
"060971537041006",711873,700168
"060971537041007",719803,700168
"060971537041008",719803,700168
"060971537041009",711873,700168
"060971537041010",711277,700168
"060971537041011",711277,700168
"060971537041012",711277,700168
"060971537041013",711277,700168
"060971537041014",710646,700168
"060971537041015",711277,700168
"060971537041016",710646,700168
"060971537041017",710646,700168
"060971537041018",711277,700168
"060971537041019",710646,700168
"060971537041020",710646,700168
"060971537041021",710646,700168
"060971537041022",711277,700168
"060971537041023",712749,700168
"060971537041024",718226,700168
"060971537041025",713802,700168
"060971537041026",718226,700168
"060971537041027",713802,700168
"060971537041028",718226,700168
"060971537041029",711274,700168
"060971537041030",712093,700168
"060971537041031",711274,700168
"060971537041032",711277,700168
"060971537041033",711277,700168
"060971537041034",715831,700168
"060971537041035",714721,700168
"060971537041036",711274,700168
"060971537041037",712749,700168
"060971537041038",712749,700168
"060971537041039",712749,700168
"060971537041040",712749,700168
"060971537041041",712749,700168
"060971537041042",712749,700168
"060971537041043",713802,700168
"060971537041044",713802,700168
"060971537041045",711277,700168
"060971537041046",711277,700168
"060971537041047",710646,700168
"060971537041048",710646,700168
"060971537042000",718655,700169
"060971537042001",718655,700169
"060971537042002",718655,700169
"060971537042003",718655,700169
"060971537042004",712264,700169
"060971537042005",712092,700169
"060971537042006",712092,700169
"060971537042007",712092,700169
"060971537042008",712092,700169
"060971537042009",712092,700169
"060971537042010",718196,700169
"060971537042011",712092,700169
"060971537042012",712092,700169
"060971537042013",712092,700169
"060971537042014",712092,700169
"060971537042015",718196,700169
"060971537042016",718196,700169
"060971537042017",718196,700169
"060971537042018",717054,700169
"060971537042019",717054,700169
"060971537042020",717054,700169
"060971537042021",717054,700169
"060971537042022",715132,700169
"060971537042023",715132,700169
"060971537042024",717615,700169
"060971537042025",0,0
"060971537042026",0,0
"060971537042027",715132,700169
"060971537042028",715132,700169
"060971537043000",710811,700201
"060971537043001",710811,700201
"060971537043002",710811,700201
"060971537043003",710811,700201
"060971537043004",710811,700201
"060971537043005",710811,700201
"060971537043006",710811,700201
"060971537043007",0,0
"060971537043008",710491,700201
"060971537043009",710811,700201
"060971537043010",710811,700201
"060971537043011",710811,700201
"060971537043012",710811,700201
"060971537043013",710491,700201
"060971537043014",710491,700201
"060971537043015",719040,700201
"060971537043016",719040,700201
"060971537043017",719040,700201
"060971537043018",719040,700201
"060971537043019",710491,700201
"060971537044000",717130,700167
"060971537044001",717130,700167
"060971537044002",717130,700167
"060971537044003",717130,700167
"060971537044004",717130,700167
"060971537044005",710887,700167
"060971537044006",710887,700167
"060971537044007",710887,700167
"060971537044008",710887,700167
"060971537044009",710887,700167
"060971537044010",710887,700167
"060971537044011",710887,700167
"060971537044012",710887,700167
"060971537044013",710887,700167
"060971537044014",710887,700167
"060971537044015",710887,700167
"060971537044016",710887,700167
"060971537044017",710745,700167
"060971537044018",710745,700167
"060971537044019",710745,700167
"060971537044020",710745,700167
"060971537044021",710745,700167
"060971537044022",710745,700167
"060971537044023",710745,700167
"060971537044024",710745,700167
"060971537044025",710887,700167
"060971537044026",710887,700167
"060971537044027",0,0
"060971537044028",0,0
"060971537044029",0,0
"060971537044030",710745,700167
"060971537044031",710745,700167
"060971537044032",710745,700167
"060971537044033",710745,700167
"060971537044034",710745,700167
"060971537044035",710745,700167
"060971537044036",710745,700167
"060971537044037",710745,700167
"060971537044038",710887,700167
"060971537044039",710887,700167
"060971537051000",714434,700165
"060971537051001",714434,700165
"060971537051002",714434,700165
"060971537051003",714434,700165
"060971537051004",714434,700165
"060971537051005",714434,700165
"060971537051006",713727,700165
"060971537051007",713727,700165
"060971537051008",712677,700165
"060971537051009",714434,700165
"060971537051010",712199,700165
"060971537051011",712199,700165
"060971537051012",712199,700165
"060971537051013",712199,700165
"060971537051014",712199,700165
"060971537051015",716536,700165
"060971537051016",712199,700165
"060971537051017",712199,700165
"060971537051018",712199,700165
"060971537051019",712199,700165
"060971537051020",711121,700165
"060971537051021",712677,700165
"060971537051022",713727,700165
"060971537051023",713727,700165
"060971537051024",713727,700165
"060971537051025",711015,700165
"060971537051026",711015,700165
"060971537051027",711015,700165
"060971537051028",711015,700165
"060971537051029",711015,700165
"060971537051030",711015,700165
"060971537051031",711015,700165
"060971537051032",711015,700165
"060971537051033",711015,700165
"060971537051034",711015,700165
"060971537051035",711015,700165
"060971537051036",711015,700165
"060971537051037",711015,700165
"060971537051038",711015,700165
"060971537051039",711015,700165
"060971537051040",711015,700165
"060971537051041",711015,700165
"060971537051042",711015,700165
"060971537051043",0,0
"060971537051044",712677,700165
"060971537051045",0,0
"060971537051046",0,0
"060971537051047",0,0
"060971537051048",0,0
"060971537051049",718192,700165
"060971537051050",711015,700165
"060971537052000",719277,700170
"060971537052001",719277,700170
"060971537052002",713572,700170
"060971537052003",713572,700170
"060971537052004",713572,700170
"060971537052005",713572,700170
"060971537052006",713572,700170
"060971537052007",712680,700170
"060971537052008",712221,700170
"060971537053000",710144,700171
"060971537053001",710144,700171
"060971537053002",710144,700171
"060971537053003",710144,700171
"060971537053004",710144,700171
"060971537053005",710144,700171
"060971537053006",710144,700171
"060971537053007",710144,700171
"060971537053008",710144,700171
"060971537053009",710144,700171
"060971537053010",710144,700171
"060971537053011",710144,700171
"060971537053012",710144,700171
"060971537053013",710144,700171
"060971537053014",710144,700171
"060971537053015",710144,700171
"060971537053016",710144,700171
"060971537053017",710144,700171
"060971537053018",710144,700171
"060971537054000",711839,700170
"060971537054001",711839,700170
"060971537054002",711839,700170
"060971537054003",711839,700170
"060971537054004",712218,700170
"060971537054005",718228,700170
"060971537054006",718228,700170
"060971537054007",718228,700170
"060971537054008",718228,700170
"060971537054009",711839,700170
"060971537054010",714878,700170
"060971537054011",714878,700170
"060971537054012",712218,700170
"060971537054013",712218,700170
"060971537054014",712218,700170
"060971537054015",712218,700170
"060971537054016",712218,700170
"060971537054017",712218,700170
"060971537054018",712218,700170
"060971537054019",714878,700170
"060971537054020",714878,700170
"060971537054021",712218,700170
"060971537054022",712218,700170
"060971537054023",712218,700170
"060971537054024",714878,700170
"060971537061000",712253,700245
"060971537061001",712253,700245
"060971537061002",712253,700245
"060971537061003",712253,700245
"060971537061004",712253,700245
"060971537061005",716925,700245
"060971537061006",712253,700245
"060971537061007",712253,700245
"060971537061008",719265,700245
"060971537061009",719265,700245
"060971537061010",719265,700245
"060971537061011",712679,700245
"060971537061012",712679,700245
"060971537061013",712679,700245
"060971537061014",715518,700245
"060971537061015",712679,700245
"060971537061016",712679,700245
"060971537061017",719266,700245
"060971537061018",719266,700245
"060971537061019",714350,700245
"060971537061020",711844,700245
"060971537061021",711844,700245
"060971537061022",712679,700245
"060971537061023",712679,700245
"060971537061024",715518,700245
"060971537061025",714350,700245
"060971537062000",712257,700246
"060971537062001",0,0
"060971537062002",712257,700246
"060971537062003",715217,700246
"060971537062004",711842,700246
"060971537062005",711842,700246
"060971537062006",714351,700246
"060971537062007",711842,700246
"060971537062008",719595,700246
"060971537062009",715219,700246
"060971537062010",715219,700246
"060971537062011",715219,700246
"060971537062012",715219,700246
"060971537062013",719267,700246
"060971537062014",719267,700246
"060971537063000",711018,700247
"060971537063001",711018,700247
"060971537063002",711018,700247
"060971537063003",711018,700247
"060971537063004",711018,700247
"060971537063005",711018,700247
"060971537063006",711018,700247
"060971537063007",711018,700247
"060971537063008",711018,700247
"060971537063009",711018,700247
"060971537063010",711018,700247
"060971537063011",711018,700247
"060971537063012",711018,700247
"060971537063013",711018,700247
"060971537063014",711018,700247
"060971537063015",711018,700247
"060971537063016",711018,700247
"060971537063017",711018,700247
"060971537063018",711018,700247
"060971537063019",0,0
"060971537063020",711018,700247
"060971537063021",711018,700247
"060971537063022",711018,700247
"060971537063023",711018,700247
"060971537063024",711018,700247
"060971537063025",711018,700247
"060971537063026",711018,700247
"060971537063027",711018,700247
"060971537063028",711018,700247
"060971537063029",711018,700247
"060971537063030",711018,700247
"060971537063031",711018,700247
"060971537063032",711018,700247
"060971537063033",711018,700247
"060971537063034",711018,700247
"060971537063035",711018,700247
"060971537063036",711018,700247
"060971537063037",711018,700247
"060971537063038",711018,700247
"060971537063039",711018,700247
"060971537063040",711018,700247
"060971537063041",711018,700247
"060971537063042",711018,700247
"060971537063043",711018,700247
"060971537063044",0,0
"060971537063045",0,0
"060971537063046",0,0
"060971537064000",714196,700248
"060971537064001",714196,700248
"060971537064002",714196,700248
"060971537064003",714196,700248
"060971537064004",714069,700248
"060971537064005",712252,700248
"060971537064006",712252,700248
"060971537064007",712252,700248
"060971537064008",714069,700248
"060971537064009",714070,700248
"060971537064010",714196,700248
"060971537064011",714196,700248
"060971537064012",712252,700248
"060971537064013",713793,700248
"060971537064014",712252,700248
"060971537064015",712252,700248
"060971537064016",713792,700248
"060971537064017",713792,700248
"060971537064018",713792,700248
"060971537064019",713793,700248
"060971537064020",713793,700248
"060971538011000",717536,700185
"060971538011001",0,0
"060971538011002",713888,700185
"060971538011003",0,0
"060971538011004",713888,700185
"060971538011005",0,0
"060971538011006",0,0
"060971538011007",0,0
"060971538011008",711405,700185
"060971538011009",712798,700185
"060971538011010",712798,700185
"060971538011011",712798,700185
"060971538011012",715392,700185
"060971538011013",715392,700185
"060971538011014",0,0
"060971538011015",715392,700185
"060971538011016",712651,700185
"060971538011017",712651,700185
"060971538011018",715392,700185
"060971538011019",720310,700185
"060971538011020",720310,700185
"060971538011021",711082,700185
"060971538011022",711082,700185
"060971538011023",711082,700185
"060971538011024",711586,700185
"060971538011025",711586,700185
"060971538011026",713141,700185
"060971538011027",713141,700185
"060971538011028",713141,700185
"060971538011029",713141,700185
"060971538011030",713141,700185
"060971538011031",713141,700185
"060971538011032",711082,700185
"060971538011033",711082,700185
"060971538011034",0,0
"060971538011035",717304,700185
"060971538011036",717304,700185
"060971538011037",717304,700185
"060971538011038",717304,700185
"060971538011039",717304,700185
"060971538011040",716227,700185
"060971538011041",716227,700185
"060971538011042",0,0
"060971538011043",712798,700185
"060971538011044",712798,700185
"060971538011045",713888,700185
"060971538011046",713888,700185
"060971538011047",0,0
"060971538012000",713413,700301
"060971538012001",713413,700301
"060971538012002",713413,700301
"060971538012003",713413,700301
"060971538012004",713413,700301
"060971538012005",718293,700301
"060971538012006",718293,700301
"060971538012007",710243,700301
"060971538012008",710243,700301
"060971538012009",710243,700301
"060971538012010",710243,700301
"060971538012011",710243,700301
"060971538012012",710243,700301
"060971538012013",713695,700301
"060971538012014",711416,700301
"060971538012015",711416,700301
"060971538012016",711416,700301
"060971538012017",711416,700301
"060971538012018",710789,700301
"060971538012019",711416,700301
"060971538012020",711416,700301
"060971538012021",711416,700301
"060971538012022",711416,700301
"060971538012023",711583,700301
"060971538012024",711583,700301
"060971538012025",711583,700301
"060971538012026",711583,700301
"060971538012027",710243,700301
"060971538012028",710243,700301
"060971538012029",710243,700301
"060971538012030",710600,700301
"060971538012031",710600,700301
"060971538012032",710600,700301
"060971538012033",710600,700301
"060971538012034",710600,700301
"060971538012035",710789,700301
"060971538012036",710789,700301
"060971538012037",710789,700301
"060971538012038",711373,700301
"060971538012039",711416,700301
"060971538012040",711416,700301
"060971538012041",711416,700301
"060971538012042",711583,700301
"060971538012043",711583,700301
"060971538012044",711583,700301
"060971538012045",711583,700301
"060971538012046",711583,700301
"060971538012047",710600,700301
"060971538012048",718629,700301
"060971538012049",714885,700301
"060971538012050",710789,700301
"060971538012051",710787,700301
"060971538012052",710789,700301
"060971538012053",710789,700301
"060971538012054",710787,700301
"060971538012055",714885,700301
"060971538012056",714885,700301
"060971538012057",714885,700301
"060971538012058",710789,700301
"060971538012059",710789,700301
"060971538012060",711374,700301
"060971538012061",711374,700301
"060971538012062",711374,700301
"060971538012063",711374,700301
"060971538012064",711374,700301
"060971538012065",713621,700301
"060971538012066",713621,700301
"060971538012067",715489,700301
"060971538012068",714046,700301
"060971538012069",713621,700301
"060971538012070",713236,700301
"060971538012071",713621,700301
"060971538012072",718629,700301
"060971538012073",718354,700301
"060971538012074",718354,700301
"060971538012075",710787,700301
"060971538012076",710787,700301
"060971538012077",710787,700301
"060971538012078",711374,700301
"060971538012079",713621,700301
"060971538012080",710789,700301
"060971538012081",710787,700301
"060971538013000",713233,700063
"060971538013001",713233,700063
"060971538013002",711179,700063
"060971538013003",713233,700063
"060971538013004",713233,700063
"060971538013005",713624,700063
"060971538014000",715566,700034
"060971538014001",715566,700034
"060971538014002",715566,700034
"060971538014003",715566,700034
"060971538014004",712069,700034
"060971538014005",713232,700034
"060971538014006",712069,700034
"060971538014007",713071,700034
"060971538014008",713071,700034
"060971538014009",719661,700034
"060971538014010",713071,700034
"060971538014011",713620,700034
"060971538014012",713232,700034
"060971538014013",713232,700034
"060971538014014",713620,700034
"060971538014015",713232,700034
"060971538014016",713620,700034
"060971538041000",716912,700009
"060971538041001",716912,700009
"060971538041002",716912,700009
"060971538041003",710705,700009
"060971538041004",711086,700009
"060971538041005",711086,700009
"060971538041006",711588,700009
"060971538041007",711588,700009
"060971538041008",711086,700009
"060971538041009",718322,700009
"060971538041010",718322,700009
"060971538041011",718322,700009
"060971538041012",718322,700009
"060971538041013",716914,700009
"060971538041014",716914,700009
"060971538042000",717349,700009
"060971538042001",717349,700009
"060971538042002",712801,700009
"060971538042003",719973,700009
"060971538042004",712801,700009
"060971538042005",711582,700009
"060971538042006",717546,700009
"060971538042007",719973,700009
"060971538042008",717546,700009
"060971538042009",711582,700009
"060971538042010",717546,700009
"060971538042011",717546,700009
"060971538042012",711582,700009
"060971538042013",717349,700009
"060971538042014",717546,700009
"060971538042015",719973,700009
"060971538061000",718867,700361
"060971538061001",718867,700361
"060971538061002",718867,700361
"060971538061003",718867,700361
"060971538061004",714705,700361
"060971538061005",714705,700361
"060971538061006",718867,700361
"060971538061007",718867,700361
"060971538062000",718333,700360
"060971538062001",715711,700360
"060971538062002",715711,700360
"060971538062003",713887,700360
"060971538062004",713887,700360
"060971538062005",718333,700360
"060971538062006",716229,700360
"060971538062007",716229,700360
"060971538062008",716229,700360
"060971538062009",713887,700360
"060971538063000",719975,700008
"060971538063001",719975,700008
"060971538063002",719975,700008
"060971538063003",719975,700008
"060971538063004",718344,700008
"060971538063005",718344,700008
"060971538063006",719975,700008
"060971538063007",719975,700008
"060971538063008",710703,700008
"060971538063009",719975,700008
"060971538063010",719975,700008
"060971538071000",711587,700068
"060971538071001",711587,700068
"060971538071002",716785,700068
"060971538071003",716785,700068
"060971538071004",716785,700068
"060971538071005",716785,700068
"060971538071006",711174,700068
"060971538071007",711174,700068
"060971538071008",711174,700068
"060971538071009",711174,700068
"060971538071010",711174,700068
"060971538071011",711180,700068
"060971538071012",711180,700068
"060971538072000",711065,700359
"060971538072001",711065,700359
"060971538072002",713880,700359
"060971538072003",713880,700359
"060971538072004",715719,700359
"060971538072005",711065,700359
"060971538072006",715719,700359
"060971538072007",712654,700359
"060971538072008",712654,700359
"060971538072009",712654,700359
"060971538072010",712654,700359
"060971538072011",712654,700359
"060971538072012",712654,700359
"060971538072013",712654,700359
"060971538072014",713142,700359
"060971538072015",713142,700359
"060971538072016",0,0
"060971538072017",713142,700359
"060971538072018",713142,700359
"060971538072019",713142,700359
"060971538072020",713142,700359
"060971538072021",713142,700359
"060971538072022",712654,700359
"060971538072023",713142,700359
"060971538072024",713142,700359
"060971538072025",713142,700359
"060971538072026",712654,700359
"060971538072027",713142,700359
"060971538072028",720205,700359
"060971538072029",720205,700359
"060971538072030",720205,700359
"060971538072031",716781,700359
"060971538072032",711088,700359
"060971538072033",710468,700359
"060971538072034",711088,700359
"060971538072035",710468,700359
"060971538072036",715388,700359
"060971538072037",715388,700359
"060971538072038",715388,700359
"060971538072039",716781,700359
"060971538072040",716781,700359
"060971538072041",711173,700359
"060971538072042",711173,700359
"060971538072043",711173,700359
"060971538072044",715846,700359
"060971538072045",720205,700359
"060971538072046",715846,700359
"060971538072047",715846,700359
"060971538072048",720205,700359
"060971538072049",715719,700359
"060971538072050",712066,700359
"060971538072051",712066,700359
"060971538072052",712066,700359
