CountLoc_ID,FACTYPE,volume
27641,3,2408.468
27650,3,2956.722
27651,3,2006.785
27660,3,2088.020
27661,3,1385.507
27670,3,922.033
27671,3,1792.729
39030,5,185.000
39031,5,185.000
40210,4,1543.522
40211,4,1625.777
40220,4,1993.972
40221,4,2048.793
40230,4,1474.866
40231,4,1527.743
40240,4,703.335
40241,4,735.678
40250,4,703.335
40251,4,735.678
40260,5,359.634
40261,5,380.583
40280,5,798.911
40281,5,818.839
40290,5,277.993
40291,5,267.127
40300,5,314.606
40301,5,352.042
40310,5,977.483
40311,5,856.800
40320,7,895.934
40321,7,1021.744
40330,3,2249.956
40331,3,2538.037
40340,3,1959.960
40341,3,1935.478
40350,3,1503.400
40351,3,1496.808
40360,3,1378.692
40361,3,1347.520
40460,4,806.148
40461,4,786.974
40470,4,660.968
40471,4,640.286
40480,5,620.437
40481,4,602.873
40490,4,733.682
40491,4,714.944
40500,4,733.682
40501,4,714.944
40510,4,1588.837
40511,4,1572.631
40520,4,1503.318
40521,4,1503.506
40530,4,572.967
40531,4,617.405
40540,4,658.486
40541,4,686.530
40550,4,658.486
40551,4,686.530
40560,4,500.281
40561,4,526.798
40570,4,397.954
40571,4,401.679
40580,4,322.005
40581,4,326.470
40590,4,696.880
40591,4,669.318
40600,4,556.164
40601,4,531.472
40610,4,679.479
40611,4,722.928
40620,4,2120.723
40621,4,2076.473
40630,4,2270.778
40631,4,2333.749
40650,3,8846.308
40651,3,8436.157
40661,3,8167.526
40670,3,8419.553
40671,3,8197.547
40680,3,6660.351
40681,3,6734.009
40690,3,6660.351
40691,3,6734.009
40700,4,3152.915
40701,4,3173.685
40710,4,2526.286
40711,4,2616.368
40720,4,1893.262
40721,4,1925.209
40730,4,803.341
40731,4,848.747
40740,4,623.183
40741,4,576.857
40750,4,623.183
40751,4,576.857
40760,4,516.501
40761,4,548.959
40770,4,580.678
40771,4,603.046
40780,4,1053.105
40781,4,1081.297
40790,4,1080.790
40791,4,1048.824
40800,4,1080.790
40801,4,1048.824
40810,5,1518.667
40811,5,1495.223
40820,3,1699.849
40821,3,1690.443
40830,3,1868.530
40831,3,1863.364
40840,3,741.080
40841,3,835.213
40850,3,861.168
40851,3,964.557
40860,3,126.628
40861,3,128.949
40870,3,2436.808
40871,3,2411.610
41040,5,41.650
41041,5,37.877
47250,3,3142.839
47251,3,3153.453
47270,3,5846.036
47271,3,5006.690
47280,3,4327.907
47281,3,2462.206
47750,3,4346.335
47760,3,7911.725
100010,1,7409.488
100011,1,7403.143
103010,3,14207.343
103011,3,14113.876
103080,4,3503.811
103081,4,3580.867
103220,3,5571.749
103221,3,5262.461
103230,3,8598.775
103231,3,8182.410
104870,3,1457.703
104871,3,1658.282
104890,3,4242.653
104891,3,3206.547
108770,4,5524.154
108771,4,6894.352
108780,4,7524.257
108781,4,7252.664
109190,5,1358.942
109191,5,1294.363
109200,4,1503.906
109201,4,1475.875
109690,5,1229.131
109691,5,1442.865
109900,5,2213.084
109901,5,2141.302
110220,7,282.103
110221,7,0.000
110370,1,16324.046
110371,1,15263.997
114770,7,151.850
114771,7,120.413
114940,7,0.000
114941,7,0.000
114980,7,652.808
114981,7,471.123
115000,6,33.097
115001,6,54.299
115020,7,10.085
115021,7,8.086
115050,7,321.188
115051,7,323.919
115060,7,0.000
115061,7,0.000
115070,7,0.000
115071,7,0.000
115090,7,248.924
115091,7,246.691
115100,7,731.585
115101,7,662.774
115110,7,0.000
115111,7,0.000
115120,7,0.000
115121,7,0.000
115130,7,0.000
115131,7,0.000
115160,7,0.000
115161,7,0.000
115250,7,289.446
115251,7,333.328
115270,6,442.485
115271,6,452.840
115280,7,0.000
115281,7,0.000
115360,6,774.061
115361,6,795.345
115380,4,4397.898
115381,4,3497.588
115390,4,919.794
115391,4,927.034
115400,4,4645.555
115401,4,4502.608
115430,5,216.900
115431,5,215.569
115440,4,3225.302
115441,4,3224.715
115460,4,3109.260
115461,4,3044.068
115470,4,2518.240
115471,4,2166.064
115480,4,3399.026
115481,4,4466.847
115490,4,3828.417
115491,4,4728.073
115500,4,1063.839
115501,4,1011.678
115530,5,754.546
115531,5,843.189
115540,4,3334.280
115541,4,3346.618
115550,5,461.211
115551,5,448.308
115560,5,182.502
115561,5,164.957
115580,5,1273.075
115581,5,1130.704
115590,5,944.416
115591,5,1086.130
115600,5,830.819
115601,5,983.641
115610,5,169.035
115611,5,165.706
115620,4,439.915
115621,4,483.374
115630,5,446.706
115631,5,632.410
115660,5,429.910
115661,5,456.845
115670,5,459.485
115671,5,0.000
115680,7,0.000
115681,7,0.000
115701,4,7008.880
115720,5,2300.221
115721,5,1706.147
115730,4,6592.215
115731,4,6035.174
115740,4,6863.685
115741,4,6831.582
115750,4,6729.140
115751,4,7846.547
115760,4,646.425
115761,4,817.588
115770,4,3619.424
115771,4,2963.838
115780,5,3316.645
115781,5,2963.919
115790,5,2183.719
115791,5,1875.400
115800,5,477.132
115801,5,322.229
115810,7,2.000
115811,7,451.485
115820,5,52.672
115821,5,14.637
115830,7,117.045
115831,7,863.226
115840,5,1005.978
115841,5,1309.634
115860,5,897.424
115861,5,1003.156
115870,5,765.141
115871,5,854.237
115880,5,1926.539
115881,5,1841.438
115890,5,1194.275
115891,5,1234.770
115900,7,0.000
115901,7,0.000
115930,5,3059.192
115931,5,2771.345
115940,5,1348.275
115941,5,1520.308
116110,7,187.116
116111,7,188.259
116161,3,5074.729
116190,4,3172.052
116191,4,2900.373
116230,5,1237.010
116231,5,1225.603
116250,4,3565.798
116251,4,2340.607
116270,5,263.124
116271,5,414.470
116280,7,1600.542
116281,7,1520.277
116290,7,382.159
116291,7,341.299
126640,4,1434.602
126641,4,1407.234
126650,4,7606.936
126651,4,8011.746
126660,4,3708.581
126661,4,16912.019
126670,3,18504.658
126681,3,5047.554
126690,3,4752.739
126691,3,5516.220
130710,3,4689.300
130711,3,4829.955
130720,3,3040.035
130721,3,3841.492
130731,4,2202.877
130740,3,4394.293
131530,4,7687.517
131531,4,7741.873
131970,4,882.202
131971,4,893.146
131980,4,948.570
131981,4,865.182
132060,4,466.527
132061,4,450.378
132070,4,525.157
132071,4,540.350
132080,6,99.233
132081,6,74.889
132090,4,3781.611
132091,4,3797.048
132110,5,2472.248
132111,5,2315.309
132120,5,5082.970
132121,5,4589.329
132300,3,9541.352
132301,3,10960.412
132350,5,150.345
132351,5,152.467
132360,5,275.157
132361,5,287.002
132370,4,190.787
132371,4,213.701
132380,7,24.102
132381,7,29.614
132390,5,28.783
132391,5,20.783
132400,5,0.000
132401,5,0.000
150010,1,14414.522
150011,1,14266.880
150020,1,7409.488
150021,1,7403.143
150070,4,343.516
150071,4,349.458
150110,4,1080.790
150111,4,1048.824
150130,4,3503.811
150131,4,3580.867
150140,3,1457.703
150141,3,1658.282
150170,3,14113.876
150171,3,14207.343
150190,1,15825.994
150191,1,14998.057
150580,6,916.344
150581,6,927.226
150590,4,1475.011
150591,4,1061.472
150600,4,1758.633
150601,4,1829.509
150610,5,64.420
150611,5,1398.903
150620,5,78.618
150621,5,76.673
151710,4,2011.702
151711,4,1685.991
152210,6,2556.479
152211,6,1514.637
152220,3,2450.718
152221,3,1409.297
152230,3,1425.380
152231,3,1259.151
152240,3,1713.193
152241,3,1370.656
152250,3,1861.289
152251,3,1675.475
152260,3,1857.237
152261,3,1673.486
152290,3,1857.237
152291,3,1673.486
152330,3,1857.237
152331,3,1673.486
152340,3,686.707
152341,3,654.885
152350,3,1262.215
152351,3,1935.438
152360,3,1113.796
152361,3,396.370
153271,30,5653.218
153281,30,272.569
153290,4,10100.518
153291,4,9966.208
153300,4,7581.618
153301,4,7708.920
153311,30,5136.717
153321,30,2612.241
153330,30,5540.254
153340,30,2957.622
153350,30,6318.367
153360,30,1951.958
153380,4,1679.621
153381,4,1621.004
153390,3,4664.102
153391,3,7676.978
154651,30,368.505
154720,30,300.520
154730,4,518.251
154731,4,5191.683
154740,30,4996.431
154750,30,5156.585
154761,30,380.084
154771,30,741.029
154780,4,824.767
154781,4,2985.374
154800,30,4004.401
154840,30,1089.651
154850,4,3227.033
154851,4,3541.140
154860,30,2460.435
154870,30,2168.958
154880,30,2575.268
154890,7,0.000
154891,7,0.000
154910,4,1734.344
154911,4,1758.632
154940,4,6922.923
154941,4,6581.880
154990,30,6348.927
155000,5,709.824
155001,5,908.295
155011,30,3114.804
155031,30,1499.635
155040,30,3088.726
155051,30,3761.663
155061,30,549.505
155070,3,2910.499
155071,3,1827.826
155120,30,2444.770
155130,30,456.687
155150,7,94.418
155151,7,93.785
155170,30,660.713
155200,30,508.551
155230,30,218.961
155240,30,219.134
155251,30,220.728
155260,30,216.787
155271,30,2951.742
155280,30,4074.564
155290,30,4103.492
155301,30,2810.585
155310,30,9371.409
155320,30,2109.555
155330,30,1554.551
155351,30,4308.650
155380,5,4941.266
155381,5,936.392
155390,30,4763.823
155401,30,0.000
155411,30,0.000
155420,30,0.000
155430,30,0.000
155461,30,1029.984
155470,5,2051.730
155471,5,1773.773
155480,5,1182.696
155481,5,1198.037
155500,30,1274.671
155510,30,981.373
160751,30,6696.751
160760,4,861.571
160761,4,2419.644
168270,3,1209.798
168271,3,3680.461
168290,30,1278.644
168301,30,3016.659
168320,30,3985.065
168331,30,0.000
168340,4,5537.994
168341,4,4943.598
168360,30,3603.870
168371,3,7270.376
168381,4,1456.841
168400,7,0.000
168401,7,0.000
168410,7,0.000
168411,7,0.000
168441,30,6066.435
168451,30,9165.133
168460,30,9371.409
168461,30,2166.185
168471,30,2166.185
168550,5,91.272
168551,5,169.121
168591,30,1898.245
168601,5,968.891
168610,5,1651.248
168611,5,1676.593
170010,1,9206.746
170011,1,9448.000
170050,3,5571.749
170051,3,5262.461
171200,30,694.421
171600,30,732.280
171611,30,1610.052
171620,30,652.871
171630,4,196.721
171631,4,186.981
176980,30,454.472
176990,5,673.488
176991,5,2698.073
177001,3,5738.084
177040,5,34.065
177041,5,144.896
177101,30,156.002
179220,30,4926.348
179230,30,2911.181
179241,30,2361.165
185350,4,1269.385
185351,4,1310.983
190480,1,14952.985
190481,1,14784.063
190500,1,13442.007
190501,1,13065.156
196730,1,14585.986
196731,1,13643.148
196810,1,15756.587
196811,1,15758.496
198030,4,615.641
198031,4,668.932
198110,4,349.380
198111,4,344.665
198120,5,4.018
198121,5,4.018
198230,4,821.584
198231,4,882.162
205030,5,0.000
205031,5,0.000
211250,4,1059.626
211251,4,1087.209
211260,5,318.679
211261,5,541.573
211280,7,1096.242
211281,7,645.607
211310,5,535.614
211311,5,968.939
400200,5,622.995
400201,5,520.859
407110,5,281.045
407111,5,286.748
407520,5,9.223
407521,5,30.331
407960,5,2011.537
407961,5,1743.726
1100170,3,2549.161
1100171,3,2069.579
1100180,4,4129.218
1100181,4,3260.625
1100220,7,0.000
1100221,7,0.000
1100230,7,100.918
1100231,7,105.774
1100240,5,473.849
1100241,5,441.647
1100250,7,83.438
1100251,7,84.742
1978010,7,0.000
1978030,7,0.000
1978031,7,0.000
1978040,7,0.000
1978041,7,0.000
1978110,4,143.530
1978111,4,660.713
1978120,7,0.000
1978130,30,660.713
1978141,30,143.530
1978210,5,867.801
1978211,5,844.952
1978220,5,605.890
1978221,5,624.999
1978230,7,239.063
1978231,7,242.802
1978320,4,2333.749
1978321,4,2270.778
1978330,4,2076.473
1978331,4,2120.723
1978340,5,484.117
1978341,5,502.838
1978410,4,2270.778
1978420,4,600.182
1978421,4,2527.509
1978431,30,454.472
1978440,30,2444.770
1978510,4,2270.778
1978511,4,2333.749
1978520,4,2333.749
1978530,7,0.000
1978531,7,0.000
1978610,4,2527.509
1978611,4,600.182
1978620,5,844.952
1978630,30,456.687
1978641,30,2361.165
1978730,5,61.743
1978731,5,58.624
1978750,5,620.437
1978751,4,602.873
1978760,4,640.286
1978761,4,660.968
1978810,7,232.694
1978811,7,234.202
1978830,4,786.974
1978840,4,660.968
1978841,4,640.286
1978920,4,816.672
1978930,4,88.296
1978931,4,86.191
1978940,4,806.148
1979010,4,837.951
1979020,4,660.713
1979021,4,143.530
1979031,30,694.421
1979040,30,155.959
1984560,30,741.029
1984561,30,2867.869
1984570,5,418.489
1984571,5,451.995
1984580,4,2963.245
1984581,4,802.898
1984930,4,3567.421
1984931,4,4462.876
1984940,4,824.767
1984941,4,2985.374
1984971,30,948.339
1984980,30,4004.401
2019710,3,15144.488
2019721,3,15308.896
2019730,7,1557.714
2019731,7,1728.833
2019740,7,979.509
2019741,7,643.983
1501201230,4,669.130
1501201231,4,626.076
1501201240,4,451.656
1501201241,4,496.250
1501201270,5,184.230
1501201271,5,182.691
1502200920,5,67.109
1502200921,5,77.909
1502200930,4,1073.334
1502200931,4,1096.875
1502200940,4,1149.816
1502200941,4,1115.475
1502201040,4,5948.479
1502201041,4,7525.355
1502201070,30,3114.804
1502201081,30,1499.635
1502201220,5,186.459
1502201221,5,182.881
1502201230,4,1064.948
1502201231,4,1048.548
1502201240,4,871.601
1502201241,4,891.578
1503201030,4,6414.684
1503201031,4,5780.040
1503201040,4,6375.741
1503201041,4,6337.447
1503201071,30,3761.663
1503201080,30,3088.726
1503201210,5,1226.912
1503201211,5,1248.896
1503201220,5,1344.533
1503201221,5,1520.194
1503201230,3,1658.560
1503201231,3,1485.397
1503201240,3,1959.960
1503201241,3,1935.478
1504200920,5,465.206
1504200921,5,462.127
1504200980,3,1149.693
1504200981,3,1326.146
1505200940,3,2331.301
1505200941,3,3050.587
1505200970,3,3624.065
1505200971,3,2292.714
1505200980,3,5343.300
1505200981,3,5955.366
1506200910,3,5091.759
1506200921,3,4604.330
1506201110,5,4831.676
1506201111,5,4340.393
1506201120,4,9966.208
1506201121,4,10100.518
1506201130,4,6581.880
1506201131,4,6929.077
1506201140,4,10594.473
1506201141,4,10604.249
1508201110,5,151.039
1508201111,5,143.973
1508201120,5,471.108
1508201121,5,414.801
1508201130,3,3798.706
1508201131,3,3064.481
1508201140,3,2867.723
1508201141,3,3665.322
1509201150,3,2957.190
1509201151,3,2917.467
1509201160,3,3527.717
1509201161,3,3574.603
1509201170,4,1116.641
1509201171,4,1109.478
1510200910,5,1392.876
1510200911,5,1244.257
1510200920,5,469.667
1510200921,5,486.341
1510200970,3,2088.020
1510200971,3,1385.507
1510200980,3,1321.109
1510200981,3,2155.566
1510201110,30,3092.920
1510201121,30,1278.644
1510201130,3,4321.033
1510201131,3,3664.647
1510201140,3,1209.798
1510201141,3,3680.461
1511201110,5,269.494
1511201111,5,264.681
1511201130,3,3876.743
1511201131,3,3085.033
1511201140,3,3174.984
1511201141,3,3971.507
1512201111,30,3016.659
1512201120,30,368.505
1512201140,3,1629.019
1512201141,3,1451.528
1513201110,4,483.374
1513201111,4,439.915
1513201170,3,1254.150
1513201171,3,1124.235
1513201180,3,952.763
1513201181,3,1126.137
1514201120,5,582.917
1514201121,5,569.299
1515200910,4,4483.574
1515200911,4,4811.823
1515200970,3,5822.236
1515200971,3,5927.436
1515200980,3,1519.818
1515200981,3,1742.867
1515201110,5,182.691
1515201111,5,184.230
1515201120,5,1043.914
1515201121,5,1179.775
1515201130,3,4016.860
1515201131,3,3231.171
1515201140,3,4032.441
1515201141,3,4680.730
1517200930,4,487.429
1517200940,4,133.959
1517200941,4,487.429
1517200970,3,4359.107
1517200981,3,4493.066
1520201030,4,1614.432
1520201031,4,2333.444
1520201040,4,4129.218
1520201041,4,3260.625
1520201070,3,2549.161
1520201071,3,2069.579
1520201080,3,1473.079
1520201081,3,2102.241
1522201030,5,1690.157
1522201031,5,1204.495
1522201040,6,365.549
1522201041,6,356.356
1522201070,3,1753.063
1522201071,3,1136.084
1522201080,3,1904.930
1522201081,3,3016.765
1523201030,7,0.000
1523201031,7,0.000
1523201040,7,796.332
1523201041,7,789.374
1523201070,3,6411.932
1523201071,3,5374.944
1523201080,3,5646.380
1523201081,3,6690.327
1524201030,5,106.129
1524201031,5,119.917
1524201070,3,1742.867
1524201071,3,1519.818
1524201080,3,1433.065
1524201081,3,1642.326
1525201030,7,1540.007
1525201031,7,1575.435
1525201070,3,7868.924
1525201071,3,6796.507
1526201011,4,2277.498
1526201060,6,504.182
1526201061,6,0.000
1526201070,3,5477.837
1526201071,3,4850.425
1526201080,3,4850.425
1526201081,3,3704.521
1527201060,5,1671.710
1527201061,5,1392.632
1527201070,3,1953.591
1527201071,3,1753.087
1527201080,3,2069.579
1527201081,3,2549.161
1528201030,4,3346.618
1528201031,4,3334.280
1528201040,7,341.763
1528201041,7,340.350
1528201070,3,7514.424
1528201071,3,6442.775
1528201080,3,6757.714
1528201081,3,7843.114
1530200910,5,1546.007
1530200911,5,1687.483
1530200920,5,1130.704
1530200921,5,1273.075
1530200970,3,4823.547
1530200971,3,4522.627
1530200980,3,4357.026
1530200981,3,4374.100
1536201050,4,3874.489
1536201051,4,1859.052
1536201070,3,3704.521
1536201071,3,4850.425
1536201080,3,4769.215
1536201081,3,5638.748
1555201010,3,686.707
1555201011,3,654.885
1555201020,3,1989.257
1555201021,3,1292.708
1555201030,4,1085.484
1555201031,4,1914.646
1555201040,4,565.875
1555201041,4,465.085
1704201110,3,0.000
1704201111,3,0.000
1704201120,5,5544.726
1704201121,5,5542.423
1704201130,3,15050.742
1704201131,3,15172.403
1704201140,3,16894.451
1704201141,3,16775.094
1705201110,5,1513.775
1705201111,5,1151.829
1705201120,5,922.790
1705201121,5,689.084
1705201130,3,16775.094
1705201131,3,16894.451
1705201140,3,16227.567
1705201141,3,16703.861
1706201111,30,691.494
1706201120,30,4308.650
1706201130,5,936.392
1706201131,5,4941.266
1706201140,5,1383.634
1706201141,5,995.916
